"Player","Team","Position","Rk","Status","Age","Opponent","Salary","Score","GS","W","L-QS","IP","H","BB","K","SVH3","ERA","WHIP","GP"
"Jimmy Cordero","WSH/TOR/SEA/CHW","RP","169","FA","29","DET 3<br/>@CHW 5 F","4.0","43.74","0","1","1.0","37.1","26","11","31","2.0","2.89","0.991","31"
"Mike Morin","MIN/PHI","RP","170","FA","29","MIA 4<br/>@PHI 3 F","4.0","43.51","0","1","3.0","50.2","46","10","26","5.0","4.62","1.105","52"
"Robbie Erlin","SD","SP,RP","171","FA","30","SD 0<br/>@ARI 1 F","4.0","43.46","1","0","1.0","55.1","72","15","52","2.5","5.37","1.572","37"
"Kelvin Herrera","CHW","RP","172","FA","31","DET 3<br/>@CHW 5 F","11.0","43.26","0","3","3.0","51.1","60","23","53","4.0","6.14","1.617","57"
"Luke Bard","LAA","RP","173","FA","30","HOU 8<br/>@LAA 5 F","4.0","43.19","3","3","3.0","49","41","13","40","0.5","4.78","1.102","32"
"Austin Voth","WSH","SP,RP","174","FA","28","CLE 2<br/>@WSH 8 F","4.0","43.13","8","2","-0.5","43.2","33","13","44","0.0","3.30","1.053","9"
"Adam Morgan","PHI","RP","175","FA","30","MIA 4<br/>@PHI 3 F","4.0","43.11","0","3","3.0","29.2","20","10","29","9.5","3.94","1.011","40"
"Tyler Rogers","SF","SP,RP","176","FA","30","LAD 9<br/>@SF 0 F","4.0","43.02","0","2","0.0","17.2","12","3","16","2.5","1.02","0.849","17"
"Juan Nicasio","PHI","RP","177","FA","34","MIA 4<br/>@PHI 3 F","4.0","42.89","0","2","3.0","47.1","57","21","45","6.0","4.75","1.648","47"
"Austin Adams","WSH/SEA","RP","178","FA","29","OAK 1<br/>@SEA 3 F","4.0","42.82","2","2","2.0","32","20","16","53","5.0","3.94","1.125","30"
"Blaine Hardy","DET","SP,RP","179","FA","33","DET 3<br/>@CHW 5 F","4.0","42.79","0","1","1.0","44.1","38","13","29","3.5","4.47","1.150","39"
"Jerry Blevins","OAK/ATL","RP","180","FA","37","ATL 6<br/>@NYM 7 F","4.0","42.66","0","1","0.0","32.1","25","16","37","6.0","3.90","1.268","45"
"Jonathan Holder","NYY","RP","181","FA","27","NYY 1<br/>@TEX 6 F","4.0","42.63","1","5","2.0","41.1","43","11","46","2.0","6.31","1.306","34"
"Kyle Crick","PIT","RP","182","FA","28","CIN 3<br/>@PIT 1 F","4.0","42.55","0","3","7.0","49","41","35","61","6.5","4.96","1.551","52"
"Joe Ross","WSH","SP,RP","183","FA","27","CLE 2<br/>@WSH 8 F","7.0","42.5","9","4","2.5","64","74","33","57","1.0","5.48","1.672","27"
"Tony Gonsolin","LAD","SP,RP","184","FA","26","LAD 9<br/>@SF 0 F","4.0","42.44","6","4","1.5","40","26","15","37","1.0","2.92","1.025","11"
"Joe Smith","HOU","RP","185","FA","36","HOU 8<br/>@LAA 5 F","4.0","42.43","0","1","0.0","25","19","5","22","2.5","1.80","0.960","28"
"Ross Detwiler","CHW","SP,RP","186","FA","34","DET 3<br/>@CHW 5 F","4.0","42.35","12","3","4.0","69.2","86","27","46","0.0","6.59","1.622","18"
"Brandon Brennan","SEA","RP","187","FA","29","OAK 1<br/>@SEA 3 F","4.0","42.3","0","3","6.0","47.1","34","24","47","4.0","4.56","1.225","44"
"Jeff Hoffman","COL","SP","188","FA","28","MIL 3<br/>@COL 4 F","4.0","42.2","15","2","6.0","70","77","34","68","0.0","6.56","1.586","15"
"Chris Stratton","SF/LAA/PIT","SP,RP","189","FA","30","CIN 3<br/>@PIT 1 F","4.0","42.16","5","1","3.0","76","93","33","69","0.0","5.57","1.658","35"
"J.B. Wendelken","OAK","RP","190","FA","27","OAK 1<br/>@SEA 3 F","4.0","42.13","0","3","1.0","32.2","21","9","34","0.5","3.58","0.918","27"
"Wei-Yin Chen","MIA","SP,RP","191","FA","35","MIA 4<br/>@PHI 3 F","4.0","41.94","0","0","1.0","68.1","87","18","63","1.5","6.59","1.537","45"
"Fernando Rodney","OAK/WSH","RP","192","FA","43","CLE 2<br/>@WSH 8 F","9.0","41.94","0","0","5.0","47.2","49","28","49","10.5","5.66","1.615","55"
"Victor Alcantara","DET","RP","193","FA","27","DET 3<br/>@CHW 5 F","4.0","41.79","0","3","2.0","42.2","45","15","24","5.0","4.85","1.406","46"
"Paul Fry","BAL","RP","194","FA","28","BAL 4<br/>@BOS 5 F","4.0","41.78","0","1","9.0","57.1","54","29","55","8.5","5.34","1.448","66"
"David Phelps","TOR/CHC","RP","195","FA","34","CHC 0<br/>@STL 9 F","4.0","41.68","1","2","1.0","34.1","31","17","36","3.5","3.41","1.398","41"
"Jeff Brigham","MIA","RP","196","FA","29","MIA 4<br/>@PHI 3 F","4.0","41.67","0","3","2.0","38.1","36","14","39","3.0","4.46","1.304","32"
"Jerad Eickhoff","PHI","SP","197","FA","30","MIA 4<br/>@PHI 3 F","4.0","41.45","10","3","2.5","58.1","58","18","51","1.0","5.71","1.303","12"
"Caleb Ferguson","LAD","RP","198","FA","24","LAD 9<br/>@SF 0 F","0.0","41.4","2","1","2.0","44.2","39","27","54","2.0","4.84","1.478","46"
"Lucas Sims","CIN","SP,RP","199","FA","26","CIN 3<br/>@PIT 1 F","4.0","41.08","4","2","1.0","43","31","19","57","1.5","4.60","1.163","24"
"Framber Valdez","HOU","SP,RP","200","FA","27","HOU 8<br/>@LAA 5 F","4.0","41.03","8","4","5.5","70.2","74","44","68","0.0","5.86","1.670","26"
"Taylor Cole","LAA","SP,RP","201","FA","31","HOU 8<br/>@LAA 5 F","4.0","41.02","6","3","4.0","51.2","58","24","50","2.0","5.92","1.587","38"
"Brad Wieck","SD/CHC","RP","202","FA","29","CHC 0<br/>@STL 9 F","4.0","40.97","0","2","2.0","34.2","28","13","49","4.5","5.71","1.183","44"
"Jordan Zimmermann","DET","SP","203","FA","34","DET 3<br/>@CHW 5 F","4.0","40.92","23","1","10.5","112","145","25","82","0.0","6.91","1.518","23"
"Alec Mills","CHC","SP,RP","204","FA","29","CHC 0<br/>@STL 9 F","4.0","40.78","4","1","-0.5","36","31","11","42","1.0","2.75","1.167","9"
"Clay Holmes","PIT","SP,RP","205","FA","27","CIN 3<br/>@PIT 1 F","4.0","40.68","0","1","2.0","50","45","36","56","0.5","5.58","1.620","35"
"Stefan Crichton","ARI","RP","206","FA","28","SD 0<br/>@ARI 1 F","4.0","40.28","0","1","0.0","30.1","23","8","33","1.5","3.56","1.022","28"
"Wade Davis","COL","RP","207","FA","35","MIL 3<br/>@COL 4 F","15.0","40.09","0","1","6.0","42.2","51","29","42","15.0","8.65","1.875","50"
"Hector Velazquez","BOS","SP,RP","208","FA","32","BAL 4<br/>@BOS 5 F","4.0","40.05","8","1","4.0","56.1","58","28","49","0.5","5.43","1.527","34"
"Matt Harvey","LAA/OAK","SP","209","FA","31","OAK 1<br/>@SEA 3 F","4.0","40.01","12","3","3.5","59.2","63","29","39","0.0","7.09","1.542","12"
"Sam Tuivailala","SEA","RP","210","FA","28","OAK 1<br/>@SEA 3 F","4.0","39.98","2","1","0.0","23","13","11","27","3.5","2.35","1.043","23"
"Erik Swanson","SEA","SP,RP","211","FA","27","OAK 1<br/>@SEA 3 F","4.0","39.94","8","1","4.0","58","56","12","52","2.5","5.74","1.172","27"
"Jose Suarez","LAA","SP,RP","212","FA","23","HOU 8<br/>@LAA 5 F","4.0","39.93","15","2","6.0","81","100","33","72","0.0","7.11","1.642","19"
"Randy Dobnak","MIN","SP,RP","213","FA","26","MIN 4<br/>@KC 5 F","4.0","39.91","5","2","0.5","28.1","27","5","23","1.0","1.59","1.129","9"
"Dominic Leone","STL","RP","214","FA","29","CHC 0<br/>@STL 9 F","4.0","39.84","0","1","0.0","40.2","39","22","46","1.0","5.53","1.500","40"
"Cole Irvin","PHI","SP,RP","215","FA","27","MIA 4<br/>@PHI 3 F","4.0","39.64","3","2","0.0","41.2","45","13","31","1.0","5.83","1.392","16"
"Jaime Barria","LAA","SP,RP","216","FA","24","HOU 8<br/>@LAA 5 F","4.0","39.62","13","4","10.0","82.2","92","27","75","0.0","6.42","1.440","19"
"Edgar Garcia","PHI","RP","217","FA","24","MIA 4<br/>@PHI 3 F","4.0","39.62","0","2","0.0","39","38","26","45","1.0","5.77","1.641","37"
"David Hess","BAL","SP,RP","218","FA","27","BAL 4<br/>@BOS 5 F","4.0","39.61","14","1","9.0","80","94","30","68","0.0","7.09","1.550","23"
"Carlos Rodon","CHW","SP","219","FA","28","DET 3<br/>@CHW 5 F","5.0","39.45","7","3","0.5","34.2","33","17","46","0.0","5.19","1.442","7"
"David Hernandez","CIN/NYY","RP","220","FA","35","","4.0","39.39","0","2","5.0","42.2","53","20","53","8.0","8.02","1.711","47"
"Luis Avilan","NYM","RP","221","FA","31","ATL 6<br/>@NYM 7 F","4.0","39.34","0","4","0.0","32","33","14","30","1.5","5.06","1.469","45"
"Seranthony Dominguez","PHI","RP","222","FA","26","MIA 4<br/>@PHI 3 F","0.0","39.11","0","3","0.0","24.2","24","12","29","4.5","4.01","1.459","27"
"Nick Vincent","SF/PHI","RP","223","FA","34","MIA 4<br/>@PHI 3 F","4.0","38.9","1","1","4.0","44.2","47","12","47","0.5","4.43","1.321","32"
"Tayron Guerrero","MIA","RP","224","FA","30","MIA 4<br/>@PHI 3 F","4.0","38.81","0","1","2.0","46","42","36","43","3.0","6.26","1.696","52"
"Jay Jackson","MIL","RP","225","FA","33","MIL 3<br/>@COL 4 F","4.0","38.72","0","1","0.0","30.1","22","18","47","1.0","4.45","1.319","28"
"Matt Bowman","CIN","RP","226","FA","29","CIN 3<br/>@PIT 1 F","4.0","38.58","0","2","0.0","32","27","13","25","0.0","3.66","1.250","27"
"Nick Kingham","PIT/TOR","SP,RP","227","FA","29","","0.0","38.53","4","4","2.0","55.2","78","25","46","1.0","7.28","1.850","25"
"Chi Chi Gonzalez","COL","SP","228","FA","29","MIL 3<br/>@COL 4 F","4.0","38.39","12","2","4.0","63","59","33","46","0.0","5.29","1.460","14"
"Sam Coonrod","SF","SP,RP","229","FA","28","LAD 9<br/>@SF 0 F","4.0","38.35","0","5","1.0","27.2","19","15","20","0.0","3.58","1.229","33"
"Jake McGee","COL","RP","230","FA","34","MIL 3<br/>@COL 4 F","4.0","38.33","0","0","2.0","41.1","47","11","35","2.0","4.35","1.403","45"
"Matt Grace","WSH","RP","231","FA","32","CLE 2<br/>@WSH 8 F","4.0","38.08","1","1","2.0","46.2","61","10","35","2.0","6.36","1.521","51"
"Jake Newberry","KC","RP","232","FA","26","MIN 4<br/>@KC 5 F","4.0","37.94","0","1","0.0","31","29","16","29","2.0","3.77","1.452","27"
"Wei-Chung Wang","OAK/PIT","RP","233","FA","28","CIN 3<br/>@PIT 1 F","4.0","37.81","0","3","0.0","31","27","14","18","0.0","3.77","1.323","25"
"Jason Adam","TOR","RP","234","FA","29","TB 3<br/>@TOR 8 F","4.0","37.6","0","3","0.0","21.2","15","10","18","2.0","2.91","1.154","23"
"Wandy Peralta","CIN/SF","RP","235","FA","29","LAD 9<br/>@SF 0 F","4.0","37.48","0","1","1.0","39.2","40","16","32","1.5","5.67","1.412","47"
"Tyler Alexander","DET","SP,RP","236","FA","26","DET 3<br/>@CHW 5 F","4.0","37.07","8","1","3.0","53.2","68","7","47","0.0","4.86","1.398","13"
"Adam Warren","SD","RP","237","FA","33","SD 0<br/>@ARI 1 F","4.0","36.88","0","4","1.0","28.2","28","12","25","1.5","5.34","1.395","25"
"Manny Banuelos","CHW","SP,RP","238","FA","29","DET 3<br/>@CHW 5 F","4.0","36.62","8","3","4.0","50.2","60","33","44","0.0","6.93","1.836","16"
"Kyle Barraclough","WSH/SF","RP","239","FA","30","LAD 9<br/>@SF 0 F","11.0","36.52","0","1","2.0","33.2","38","21","40","4.0","5.61","1.752","43"
"Phil Maton","SD/CLE","RP","240","FA","27","CLE 2<br/>@WSH 8 F","4.0","36.48","0","0","0.0","36.2","38","12","33","1.0","6.14","1.364","30"
"Jose Alvarado","TB","RP","241","FA","25","TB 3<br/>@TOR 8 F","7.0","36.44","1","1","6.0","30","29","27","39","11.0","4.80","1.867","35"
"Gerardo Reyes","SD","RP","242","FA","27","SD 0<br/>@ARI 1 F","4.0","36.37","0","4","0.0","26","24","11","38","0.5","7.62","1.346","27"
"Jandel Gustave","SF","RP","243","FA","28","LAD 9<br/>@SF 0 F","4.0","36.31","0","0","0.0","24.1","18","9","14","3.0","2.96","1.110","23"
"A.J. Cole","CLE","RP","244","FA","29","CLE 2<br/>@WSH 8 F","4.0","36.27","0","3","1.0","26","31","8","30","1.0","3.81","1.500","25"
"Felix Hernandez","SEA","SP","245","FA","34","OAK 1<br/>@SEA 3 F","15.0","36.22","15","1","6.5","71.2","85","25","57","0.0","6.40","1.535","15"
"Adam Conley","MIA","SP,RP","246","FA","30","MIA 4<br/>@PHI 3 F","4.0","36.05","0","2","11.0","60.2","76","29","53","5.0","6.53","1.731","60"
"Wily Peralta","KC","RP","247","FA","31","","1.0","35.99","0","2","4.0","40.1","45","19","24","4.5","5.80","1.587","42"
"Chad Bettis","COL","SP,RP","248","FA","31","MIL 3<br/>@COL 4 F","4.0","35.9","3","1","6.0","63.2","78","21","42","3.0","6.08","1.555","39"
"Jeffrey Springs","TEX","RP","249","FA","28","NYY 1<br/>@TEX 6 F","4.0","35.82","0","4","1.0","32.1","38","23","32","0.5","6.40","1.887","25"
"Ryan Weber","BOS","RP","250","FA","30","BAL 4<br/>@BOS 5 F","4.0","35.65","3","2","3.5","40.2","48","8","29","0.0","5.09","1.377","18"
"Chad Sobotka","ATL","RP","251","FA","27","ATL 6<br/>@NYM 7 F","4.0","35.29","0","0","0.0","29","28","19","38","3.0","6.21","1.621","32"
"Branden Kline","BAL","RP","252","FA","29","BAL 4<br/>@BOS 5 F","4.0","35","0","1","4.0","41","44","19","34","2.5","5.93","1.537","34"
"Connor Sadzeck","TEX/SEA","RP","253","FA","29","OAK 1<br/>@SEA 3 F","4.0","35","0","0","1.0","23.2","18","15","27","1.5","2.66","1.394","20"
"Daniel Stumpf","DET","RP","254","FA","30","DET 3<br/>@CHW 5 F","4.0","34.95","0","1","1.0","29","35","15","28","2.5","4.34","1.724","48"
"Jimmy Yacabonis","BAL","SP,RP","255","FA","28","BAL 4<br/>@BOS 5 F","4.0","34.88","4","1","2.0","41","51","24","33","1.5","6.80","1.829","29"
"Jose Quijada","MIA","RP","256","FA","25","MIA 4<br/>@PHI 3 F","4.0","34.85","0","2","3.0","29.2","27","26","44","3.0","5.76","1.787","34"
"Jose Cisnero","DET","RP","257","FA","31","DET 3<br/>@CHW 5 F","4.0","34.6","0","0","4.0","35.1","35","19","40","2.0","4.33","1.528","35"
"Tyler Olson","CLE","RP","258","FA","31","CLE 2<br/>@WSH 8 F","4.0","34.44","0","1","1.0","30.2","34","16","28","0.5","4.40","1.630","39"
"Dan Winkler","ATL/SF","RP","259","FA","31","LAD 9<br/>@SF 0 F","4.0","34.38","0","3","1.0","21.2","18","11","22","3.0","4.98","1.338","27"
"Cody Stashak","MIN","SP,RP","260","FA","26","MIN 4<br/>@KC 5 F","4.0","34.25","1","0","1.0","25","29","1","25","0.5","3.24","1.200","18"
"Juan Minaya","CHW","RP","261","FA","30","DET 3<br/>@CHW 5 F","4.0","33.9","0","0","0.0","27.2","31","12","27","0.0","3.90","1.554","22"
"Darwinzon Hernandez","BOS","SP,RP","262","FA","24","BAL 4<br/>@BOS 5 F","4.0","33.84","1","0","1.0","30.1","27","26","57","1.0","4.45","1.747","29"
"Jesus Tinoco","COL","SP,RP","263","FA","25","MIL 3<br/>@COL 4 F","4.0","33.78","0","0","3.0","36","36","22","28","2.0","4.75","1.611","24"
"Yency Almonte","COL","RP","264","FA","26","MIL 3<br/>@COL 4 F","4.0","33.77","0","0","1.0","34","39","14","29","0.5","5.56","1.559","28"
"Jefry Rodriguez","CLE","SP,RP","265","FA","27","CLE 2<br/>@WSH 8 F","4.0","33.74","8","1","3.5","46.2","48","21","33","0.0","4.63","1.479","10"
"Tanner Scott","BAL","RP","266","FA","26","BAL 4<br/>@BOS 5 F","4.0","33.57","0","1","1.0","26.1","28","19","37","1.0","4.78","1.785","28"
"David McKay","SEA/DET","SP,RP","267","FA","25","DET 3<br/>@CHW 5 F","4.0","33.52","0","0","0.0","26.1","20","17","34","0.5","5.47","1.405","25"
"Wes Parsons","ATL/COL","RP","268","FA","28","MIL 3<br/>@COL 4 F","4.0","33.4","0","1","2.0","34.2","32","29","26","1.0","5.45","1.760","32"
"Nick Margevicius","SD","SP,RP","269","FA","24","SD 0<br/>@ARI 1 F","4.0","33.17","12","2","5.5","57","73","19","42","0.0","6.79","1.614","17"
"Gregory Soto","DET","SP,RP","270","FA","26","DET 3<br/>@CHW 5 F","4.0","33.12","7","0","5.0","57.2","74","33","45","1.0","5.77","1.855","33"
"Zach Duke","CIN","RP","271","FA","37","","4.0","32.9","0","3","1.0","23.1","21","18","18","2.0","5.01","1.671","30"
"Dan Otero","CLE","RP","272","FA","35","CLE 2<br/>@WSH 8 F","4.0","32.84","0","0","0.0","29.2","42","3","16","0.5","4.85","1.517","25"
"Lewis Thorpe","MIN","SP,RP","273","FA","25","MIN 4<br/>@KC 5 F","4.0","32.75","2","3","2.0","27.2","38","10","31","0.5","6.18","1.735","12"
"Stephen Tarpley","NYY","SP,RP","274","FA","27","NYY 1<br/>@TEX 6 F","4.0","32.71","1","1","0.0","24.2","34","15","34","3.0","6.93","1.986","21"
"Jose Ruiz","CHW","RP","275","FA","26","DET 3<br/>@CHW 5 F","4.0","32.53","1","1","4.0","40","56","24","35","0.5","5.63","2.000","40"
"Dylan Covey","CHW","SP,RP","276","FA","29","DET 3<br/>@CHW 5 F","4.0","32.44","12","1","7.5","58.2","75","28","41","0.0","7.98","1.756","18"
"Evan Phillips","BAL","RP","277","FA","26","BAL 4<br/>@BOS 5 F","4.0","32.25","0","0","1.0","28","32","20","40","1.5","6.43","1.857","25"
"Thomas Eshelman","BAL","SP,RP","278","FA","26","BAL 4<br/>@BOS 5 F","4.0","32.22","4","1","2.0","36","47","11","22","0.0","6.50","1.611","10"
"Sean Reid-Foley","TOR","SP","279","FA","25","TB 3<br/>@TOR 8 F","0.0","32.17","6","2","4.0","31.2","33","21","28","0.0","4.26","1.705","9"
"Luke Farrell","TEX","RP","280","FA","29","NYY 1<br/>@TEX 6 F","4.0","32.16","1","1","0.0","13.1","6","3","12","0.0","2.70","0.675","9"
"Andrew Suarez","SF","SP,RP","281","FA","28","LAD 9<br/>@SF 0 F","4.0","32.12","2","0","1.5","32.2","39","14","25","0.5","5.79","1.622","21"
"Tony Sipp","WSH","RP","282","FA","37","","4.0","32.09","0","1","2.0","21","19","9","18","4.5","4.71","1.333","36"
"Shelby Miller","TEX/MIL","SP,RP","283","FA","30","","4.0","32.09","8","1","3.0","44","58","29","30","0.5","8.59","1.977","19"
"Geoff Hartlieb","PIT","RP","284","FA","27","CIN 3<br/>@PIT 1 F","4.0","32.04","0","0","1.0","35","52","18","38","1.0","9.00","2.000","29"
"Elvis Luciano","TOR","SP,RP","285","FA","21","TB 3<br/>@TOR 8 F","4.0","31.86","0","1","0.0","33.2","36","24","27","0.0","5.35","1.782","25"
"Taylor Guerrieri","TEX","SP,RP","286","FA","28","NYY 1<br/>@TEX 6 F","4.0","31.86","0","0","0.0","26.1","26","22","27","1.5","5.81","1.823","20"
"Adalberto Mejia","MIN/LAA/STL","RP","287","FA","27","HOU 8<br/>@LAA 5 F","4.0","31.81","0","0","2.0","31.1","33","21","30","2.0","6.61","1.723","35"
"J.T. Chargois","LAD","RP","288","FA","30","LAD 9<br/>@SF 0 F","4.0","31.72","0","1","0.0","21.1","21","5","28","0.0","6.33","1.219","21"
"Robert Dugger","MIA","SP","289","FA","25","MIA 4<br/>@PHI 3 F","4.0","31.71","7","0","2.5","34.1","33","17","25","0.0","5.77","1.456","7"
"Paul Sewald","NYM","RP","290","FA","30","ATL 6<br/>@NYM 7 F","4.0","31.68","0","1","1.0","19.2","18","3","22","1.0","4.58","1.068","17"
"Josh A. Smith","BOS","SP,RP","291","FA","33","BAL 4<br/>@BOS 5 F","4.0","31.51","2","0","3.0","31","36","8","29","1.0","5.81","1.419","18"
"Brian Flynn","KC","RP","292","FA","30","MIN 4<br/>@KC 5 F","4.0","31.45","1","2","2.0","29.1","38","17","22","0.0","5.22","1.875","11"
"Jeremy Hellickson","WSH","SP","293","FA","33","CLE 2<br/>@WSH 8 F","4.0","31.44","8","2","2.5","39","47","20","30","0.0","6.23","1.718","9"
"Brock Stewart","LAD/TOR","SP,RP","294","FA","29","TB 3<br/>@TOR 8 F","4.0","31.43","0","4","0.0","25.2","37","8","19","0.0","9.82","1.753","13"
"Jake Jewell","LAA","RP","295","FA","27","HOU 8<br/>@LAA 5 F","4.0","31.43","0","0","0.0","26.1","28","8","23","0.5","6.84","1.367","18"
"Patrick Sandoval","LAA","SP","296","FA","24","HOU 8<br/>@LAA 5 F","4.0","31.37","9","0","4.0","39.1","35","19","42","0.0","5.03","1.373","10"
"Scott Alexander","LAD","RP","297","FA","31","LAD 9<br/>@SF 0 F","4.0","31.08","0","3","2.0","17.1","17","7","9","3.0","3.63","1.385","28"
"Hector Santiago","NYM/CHW","SP,RP","298","FA","33","DET 3<br/>@CHW 5 F","4.0","30.94","2","1","1.0","33.2","42","22","40","0.0","6.68","1.901","19"
"Zac Rosscup","SEA/TOR/LAD/STL","RP","299","FA","32","CHC 0<br/>@STL 9 F","4.0","30.81","0","2","0.0","18","22","19","26","2.5","5.00","2.278","28"
"Bryan Abreu","HOU","RP","300","FA","23","HOU 8<br/>@LAA 5 F","4.0","30.78","0","0","0.0","8.2","4","3","13","0.0","1.04","0.808","7"
"Travis Bergen","SF","RP","301","FA","27","","4.0","30.74","0","2","0.0","19.2","18","9","18","0.0","5.49","1.373","21"
"Brad Boxberger","KC/WSH/CIN","RP","302","FA","32","","2.0","30.6","0","1","3.0","26.2","25","17","27","1.0","5.40","1.575","29"
"Clayton Richard","TOR","SP","303","FA","37","","4.0","30.6","10","1","3.5","45.1","53","18","22","0.0","5.96","1.566","10"
"DJ Johnson","COL","RP","304","FA","31","MIL 3<br/>@COL 4 F","4.0","30.49","0","0","2.0","25","23","19","24","2.0","5.04","1.680","28"
"Neil Ramirez","CLE/TOR","RP","305","FA","31","","4.0","30.48","1","0","1.0","25","26","15","24","1.0","5.40","1.640","22"
"Zac Grotz","SEA","RP","306","FA","27","OAK 1<br/>@SEA 3 F","4.0","30.46","0","1","0.0","17.1","14","8","18","0.5","4.15","1.269","14"
"Pat Neshek","PHI","RP","307","FA","40","MIA 4<br/>@PHI 3 F","4.0","30.39","0","0","1.0","18","23","2","9","6.0","5.00","1.389","20"
"JD Hammer","PHI","SP,RP","308","FA","26","MIA 4<br/>@PHI 3 F","4.0","30.36","0","1","0.0","19","15","12","13","0.0","3.79","1.421","20"
"Mike Wright","BAL/SEA","RP","309","FA","31","OAK 1<br/>@SEA 3 F","4.0","30.28","0","0","1.0","29.1","44","12","30","1.0","7.98","1.909","19"
"Jose Rodriguez","LAA","RP","310","FA","25","HOU 8<br/>@LAA 5 F","4.0","30.24","1","0","1.0","19.2","17","11","13","0.0","2.75","1.424","9"
"Brian Johnson","BOS","SP,RP","311","FA","30","BAL 4<br/>@BOS 5 F","4.0","30.23","7","1","3.0","40.1","53","23","31","0.0","6.02","1.884","21"
"Edwin Jackson","OAK/TOR/DET","SP,RP","312","FA","37","DET 3<br/>@CHW 5 F","4.0","30.12","13","3","9.5","67.2","105","32","52","0.0","9.58","2.025","18"
"Kohl Stewart","MIN","SP,RP","313","FA","26","MIN 4<br/>@KC 5 F","4.0","30.02","2","2","1.5","25.1","29","8","10","0.5","6.39","1.461","9"
"Ryan Burr","CHW","RP","314","FA","26","DET 3<br/>@CHW 5 F","4.0","29.93","1","1","1.0","19.2","17","8","20","0.0","4.58","1.271","16"
"Justin Miller","WSH","RP","315","FA","33","CLE 2<br/>@WSH 8 F","4.0","29.86","0","1","0.0","15.2","16","4","11","2.0","4.02","1.277","17"
"Cody Allen","LAA/MIN","RP","316","FA","32","","12.0","29.82","0","0","2.0","23","24","20","29","4.0","6.26","1.913","25"
"Pete Fairbanks","TEX/TB","SP,RP","317","FA","27","TB 3<br/>@TOR 8 F","4.0","29.6","0","2","3.0","21","25","10","28","3.5","6.86","1.667","21"
"T.J. Zeuch","TOR","SP,RP","318","FA","25","TB 3<br/>@TOR 8 F","4.0","29.49","3","1","2.0","22.2","22","11","20","0.0","4.76","1.456","5"
"James Pazos","PHI/COL","RP","319","FA","29","MIL 3<br/>@COL 4 F","4.0","29.48","0","0","0.0","10.1","7","4","10","1.5","1.74","1.065","12"
"Dan Straily","MIA/BAL/PHI","SP,RP","320","FA","32","MIA 4<br/>@PHI 3 F","4.0","29.44","8","2","4.0","47.2","73","22","33","0.0","9.82","1.993","14"
"Drew Gagnon","NYM","SP,RP","321","FA","30","ATL 6<br/>@NYM 7 F","4.0","29.3","0","3","1.0","23.2","34","7","17","0.0","8.37","1.732","18"
"Josh Staumont","KC","SP,RP","322","FA","27","MIN 4<br/>@KC 5 F","4.0","29.24","0","0","0.0","19.1","21","10","15","0.0","3.72","1.603","16"
